,name,size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,prime_genre,num_supported_dev,lang.num,Status,revenue,fav_tot,fav_ver,broad_genre,size_mb
5988,我叫MT3-回合制魔幻世界 大型公会副本开荒,466015232,0.0,1,1,5.0,5.0,Games,40,1,free,0.0,5.0,5.0,Games,466.015232
5989,ROME: Total War,4025969664,9.99,373,4,4.5,4.5,Games,16,6,paid,3726.27,1678.5,18.0,Games,4025.969664
5990,皮皮四川麻将,67259392,0.0,0,0,0.0,0.0,Games,37,1,free,0.0,0.0,0.0,Games,67.259392
5991,無料ゲーム タッチザナンバー（Touch the numbers）計算の脳トレでパズル！,18597888,0.0,0,0,0.0,0.0,Games,37,1,free,0.0,0.0,0.0,Games,18.597888
5992,剑仙传奇·蜀山修仙之独步天下,133885952,0.0,0,0,0.0,0.0,Games,40,1,free,0.0,0.0,0.0,Games,133.885952
5993,NeoWars,138093568,0.0,267,68,4.0,4.5,Games,37,2,free,0.0,1068.0,306.0,Games,138.093568
5994,Bullet Hell Monday,90488832,0.0,1296,120,5.0,5.0,Games,37,2,free,0.0,6480.0,600.0,Games,90.488832
5995,Base Invaders - For Big Narstie,22302720,1.99,0,0,0.0,0.0,Games,38,1,paid,0.0,0.0,0.0,Games,22.30272
5996,もやししゃちょー,83826688,0.0,5,0,4.5,0.0,Games,38,2,free,0.0,22.5,0.0,Games,83.826688
5997,【推理ゲーム】 YASU-第7捜査課事件ファイル-,72283136,0.0,1,1,1.0,1.0,Games,38,1,free,0.0,1.0,1.0,Games,72.283136
5998,The Forgotten Room,438729728,1.99,59,59,4.5,4.5,Games,40,1,paid,117.41,265.5,265.5,Games,438.729728
5999,Nancy Drew Codes and Clues Mystery Coding Game,210697216,0.0,110,7,4.5,4.5,Education,38,1,free,0.0,495.0,31.5,Education,210.697216
6000,Banner Saga 2,3321082880,9.99,168,2,4.0,3.0,Games,37,7,paid,1678.32,672.0,6.0,Games,3321.08288
6001,Bouncy Tower,49349632,0.0,213,5,4.5,4.0,Games,40,1,free,0.0,958.5,20.0,Games,49.349632
6002,【脳トレ】ROLL -ころがす、はめる、きえる-,72118272,0.0,0,0,0.0,0.0,Games,38,1,free,0.0,0.0,0.0,Games,72.118272
6003,Chef's Quest,128232448,0.0,225,2,4.5,5.0,Games,38,14,free,0.0,1012.5,10.0,Games,128.232448
6004,Dead Venture,57921536,0.99,145,145,4.5,4.5,Games,38,1,paid,143.55,652.5,652.5,Games,57.921536
6005,Dolphin Zero Incognito Browser -Mini Web Explorer,22635520,2.99,776,128,4.5,4.0,Productivity,37,7,paid,2320.2400000000002,3492.0,512.0,Other,22.63552
6006,Alice in Wonderland Puzzle Golf Adventures,182045696,0.99,43,13,4.5,4.5,Games,38,1,paid,42.57,193.5,58.5,Games,182.045696
6007,FURNITURE MOD FOR MINECRAFT EDITION PC GAME - POCKET GUIDE,20215808,1.99,292,292,4.0,4.0,Entertainment,38,1,paid,581.08,1168.0,1168.0,Entertainment,20.215808
6008,Sea of Lies: Tide of Treachery - A Hidden Object Mystery (Full),890523648,6.99,45,45,4.0,4.0,Games,37,4,paid,314.55,180.0,180.0,Games,890.523648
6009,Rise!,118787072,0.0,18,14,3.5,3.5,Games,38,1,free,0.0,63.0,49.0,Games,118.787072
6010,Trump Hoverboard Sim - Mannequin Race Challenge,40938496,0.0,68,3,3.0,2.5,Games,38,1,free,0.0,204.0,7.5,Games,40.938496
6011,Zombies Chasing Me,157871104,0.0,43,33,3.5,3.5,Games,37,23,free,0.0,150.5,115.5,Games,157.871104
6012,"战姬物语-亚洲顶级画师操刀,颜值爆表手游",441995264,0.99,0,0,0.0,0.0,Games,40,1,paid,0.0,0.0,0.0,Games,441.995264
6013,Symmetrica - Minimalistic arcade game,31446016,0.0,200,2,4.5,5.0,Games,38,1,free,0.0,900.0,10.0,Games,31.446016
6014,捨て猫レスキュー,75713536,0.0,0,0,0.0,0.0,Games,38,5,free,0.0,0.0,0.0,Games,75.713536
6015,PinOut!,118693888,0.0,5003,3214,4.0,4.0,Games,40,12,free,0.0,20012.0,12856.0,Games,118.693888
6016,Escape from the grandma house in the countryside.,85974016,0.0,5,5,3.5,3.5,Games,38,1,free,0.0,17.5,17.5,Games,85.974016
6017,Jade Empire™: Special Edition,3896109056,9.99,206,64,4.5,4.5,Games,37,10,paid,2057.94,927.0,288.0,Games,3896.109056
6018,The interactive Legend of Sleepy Hollow: iIrving,307137536,2.99,64,12,5.0,5.0,Book,37,3,paid,191.36,320.0,60.0,Other,307.137536
6019,Living Legends: Bound by Wishes - A Hidden Object Mystery (Full),1536766976,6.99,153,153,4.5,4.5,Games,37,5,paid,1069.47,688.5,688.5,Games,1536.766976
6020,Choice of the Pirate,34397184,4.99,92,3,4.5,5.0,Games,38,1,paid,459.08000000000004,414.0,15.0,Games,34.397184
6021,Running Man Challenge - Game,30601216,0.0,1360,108,3.5,3.5,Games,40,1,free,0.0,4760.0,378.0,Games,30.601216
6022,Fitmoji by Shaun T,9736192,1.99,45,3,4.0,2.5,Entertainment,37,1,paid,89.55,180.0,7.5,Entertainment,9.736192
6023,Royal Detective: Legend of The Golem - A Hidden Object Adventure (Full),602065920,6.99,72,39,4.5,4.5,Games,37,5,paid,503.28000000000003,324.0,175.5,Games,602.06592
6024,Slaymoji - Emoji Keyboard & iMessage Stickers,35466240,0.0,336,0,4.5,0.0,Entertainment,37,1,free,0.0,1512.0,0.0,Entertainment,35.46624
6025,Note Always - a notebook designed for Apple Pencil,22431744,14.99,6,3,3.5,4.5,Productivity,16,16,paid,89.94,21.0,13.5,Other,22.431744
6026,らぶいずふぉーえばー #泣けるピアノゲーム,106721280,0.0,0,0,0.0,0.0,Games,37,31,free,0.0,0.0,0.0,Games,106.72128
6027,HIT - Heroes of Incredible Tales,146959360,0.0,1765,24,4.5,4.5,Games,37,10,free,0.0,7942.5,108.0,Games,146.95936
6028,Fabe Bird - The Flappy Challenge Adventure,11824128,0.0,9,2,3.5,3.0,Entertainment,40,31,free,0.0,31.5,6.0,Entertainment,11.824128
6029,猎魔传奇-塔塔&推塔挂机私服手游,255946752,0.0,0,0,0.0,0.0,Games,40,1,free,0.0,0.0,0.0,Games,255.946752
6030,Mars: Mars,157614080,0.0,6116,291,4.5,5.0,Games,38,1,free,0.0,27522.0,1455.0,Games,157.61408
6031,Craft Royale: Clash of Pixels,222895104,0.0,2285,192,4.0,4.5,Games,37,1,free,0.0,9140.0,864.0,Games,222.895104
6032,Legend of the Skyfish,503228416,3.99,95,23,3.5,4.0,Games,37,1,paid,379.05,332.5,92.0,Games,503.228416
6033,Baby Beat - Fetal Heartbeat Monitor,16805888,4.99,166,21,1.5,3.0,Lifestyle,37,9,paid,828.34,249.0,63.0,Other,16.805888
6034,"Tinycards - Learn with Fun, Free Flashcards",48802816,0.0,1131,299,4.5,4.5,Education,37,1,free,0.0,5089.5,1345.5,Education,48.802816
6035,Respeck on my Name,33304576,0.0,155,60,4.5,4.0,Games,38,1,free,0.0,697.5,240.0,Games,33.304576
6036,ASA's Sailing Challenge,276637696,3.99,104,74,4.0,4.5,Education,37,1,paid,414.96000000000004,416.0,333.0,Education,276.637696
6037,Witches' Legacy: Slumbering Darkness HD - A Hidden Object Mystery (Full),1642020864,6.99,69,69,3.5,3.5,Games,24,4,paid,482.31,241.5,241.5,Games,1642.020864
6038,脱出ゲーム　大正ロマン　女記者脱出譚,145041408,0.0,0,0,0.0,0.0,Games,38,1,free,0.0,0.0,0.0,Games,145.041408
6039,放置江湖: 大侠的成长之路（高自由度的武侠体验）,89223168,0.99,10,2,2.0,5.0,Games,40,1,paid,9.9,20.0,10.0,Games,89.223168
6040,Really Bad Chess,70149120,0.0,1015,600,4.5,4.5,Games,40,1,free,0.0,4567.5,2700.0,Games,70.14912
6041,Flip Heroes,53690368,0.0,32,32,4.0,4.0,Games,38,13,free,0.0,128.0,128.0,Games,53.690368
6042,Polyforge,91620352,0.0,1744,570,4.5,4.5,Games,40,11,free,0.0,7848.0,2565.0,Games,91.620352
6043,Pewdiebot,76777472,0.99,151,151,4.0,4.0,Games,37,1,paid,149.49,604.0,604.0,Games,76.777472
6044,Cosmojis,29972480,0.0,134,0,3.0,0.0,Lifestyle,37,1,free,0.0,402.0,0.0,Other,29.97248
6045,Face Filters - Dog & Other Funny Face Effects,37760000,0.0,329,82,4.0,4.0,Entertainment,38,5,free,0.0,1316.0,328.0,Entertainment,37.76
6046,Free Music - MP3 Streamer & Playlist Manager Pro,10542080,0.0,13443,1229,4.5,4.5,Music,37,1,free,0.0,60493.5,5530.5,Other,10.54208
6047,MOBA Legends,699091968,0.0,1815,67,4.0,4.0,Games,37,0,free,0.0,7260.0,268.0,Games,699.091968
6048,Risky Rooms,24167424,0.0,10,1,3.5,5.0,Games,40,1,free,0.0,35.0,5.0,Games,24.167424
6049,voi,20856832,0.99,308,192,4.5,4.5,Games,43,12,paid,304.92,1386.0,864.0,Games,20.856832
6050,Jamie Oliver's Ultimate Recipes,49263616,6.99,29,0,4.5,0.0,Food & Drink,37,2,paid,202.71,130.5,0.0,Other,49.263616
6051,Shadow Wolf Mysteries: Curse of Wolfhill (Full),997129216,6.99,39,39,4.0,4.0,Games,37,5,paid,272.61,156.0,156.0,Games,997.129216
6052,Dunkers,54802432,0.0,1495,467,4.0,4.0,Games,38,1,free,0.0,5980.0,1868.0,Games,54.802432
6053,DRAGON MODS MINE EDITION FOR MINECRAFT GAME PC,115707904,0.99,318,23,4.0,3.5,Reference,38,1,paid,314.82,1272.0,80.5,Other,115.707904
6054,"果冻星连萌-全球极具诱惑益智游戏,好玩的闯关游戏,2016最新休闲益智游戏",69188608,0.99,0,0,0.0,0.0,Games,37,2,paid,0.0,0.0,0.0,Games,69.188608
6055,LightX,53415936,1.99,147,73,3.5,4.0,Photo & Video,37,21,paid,292.53,514.5,292.0,Photo & Video,53.415936
6056,帝国征服者-王者联盟列国纷争,83196928,0.0,0,0,0.0,0.0,Games,40,0,free,0.0,0.0,0.0,Games,83.196928
6057,Being SalMan: The Official Game,173696000,0.0,33,16,4.5,5.0,Games,37,1,free,0.0,148.5,80.0,Games,173.696
6058,Open Sorcery,18822144,2.99,19,0,5.0,0.0,Games,37,1,paid,56.81,95.0,0.0,Games,18.822144
6059,Hear My Baby - Baby Heartbeat Monitor App,17641472,3.99,12,0,3.5,0.0,Medical,37,4,paid,47.88,42.0,0.0,Other,17.641472
6060,当たる占い師【水晶玉子】特別鑑定書≪無料占いあり≫,25418752,0.0,1,1,3.0,3.0,Entertainment,37,1,free,0.0,3.0,3.0,Entertainment,25.418752
6061,PROmoji,59741184,1.99,857,102,4.0,3.5,Utilities,37,1,paid,1705.43,3428.0,357.0,Other,59.741184
6062,天天麻将-有奖励的麻将玩法全集,87851008,0.0,2,2,5.0,5.0,Games,40,1,free,0.0,10.0,10.0,Games,87.851008
6063,Stephen Hawking's Pocket Universe,159013888,4.99,11,9,4.5,4.5,Education,37,1,paid,54.89,49.5,40.5,Education,159.013888
6064,Simplissime: The easiest cooking app in the world,115209216,2.99,0,0,0.0,0.0,Food & Drink,40,16,paid,0.0,0.0,0.0,Other,115.209216
6065,Mutant Creatures Mod for Minecraft PC Edition - Pocket Mods Guide,27025408,1.99,346,11,4.0,2.5,Reference,38,1,paid,688.54,1384.0,27.5,Other,27.025408
6066,Ketchapp Basketball,72118272,0.0,5833,1862,4.5,4.5,Games,38,1,free,0.0,26248.5,8379.0,Games,72.118272
6067,Gymoji,60990464,0.99,78,25,3.0,3.0,Entertainment,37,1,paid,77.22,234.0,75.0,Entertainment,60.990464
6068,T-Mobile Tuesdays,78128128,0.0,3213,2,2.5,1.5,Lifestyle,38,1,free,0.0,8032.5,3.0,Other,78.128128
6069,CARS MOD FOR MINECRAFT PC EDITION - POCKET MINE GUIDE,24840192,1.99,200,200,4.0,4.0,Entertainment,38,1,paid,398.0,800.0,800.0,Entertainment,24.840192
6070,シルエットクイズ～人気マンガ・映画アニメキャラ・芸能人で暇つぶし脳トレ,37047296,0.0,0,0,0.0,0.0,Games,37,2,free,0.0,0.0,0.0,Games,37.047296
6071,性教育そうだったのか！世界一まなべる保健体育クイズ(画像付き),48430080,0.0,0,0,0.0,0.0,Education,37,2,free,0.0,0.0,0.0,Education,48.43008
6072,My Town : Dance School,346255360,2.99,141,21,4.0,4.0,Entertainment,37,1,paid,421.59000000000003,564.0,84.0,Entertainment,346.25536
6073,派派激情版-寂陌陌声人交友神器,50076672,0.0,0,0,0.0,0.0,Social Networking,38,1,free,0.0,0.0,0.0,Other,50.076672
6074,"Kubo: A Samurai Quest ™ - Match, Collect, Battle!",191382528,0.0,668,16,4.0,4.5,Games,37,1,free,0.0,2672.0,72.0,Games,191.382528
6075,Head Soccer France 2016,251595776,0.0,135,18,4.5,4.5,Games,38,12,free,0.0,607.5,81.0,Games,251.595776
6076,Comblosion,21171200,1.99,4,4,5.0,5.0,Games,38,10,paid,7.96,20.0,20.0,Games,21.1712
6077,Highlights Monster Day,37062656,0.0,49,1,5.0,5.0,Education,37,10,free,0.0,245.0,5.0,Education,37.062656
6078,PARKOUR MAPS FOR MINECRAFT PC EDITION - DOWNLOAD BEST POCKET MAPS FOR MINECRAFT,11141120,1.99,296,55,4.0,3.5,Entertainment,38,1,paid,589.04,1184.0,192.5,Entertainment,11.14112
6079,Geometry Dash World,64278528,0.0,5114,5114,4.5,4.5,Games,37,1,free,0.0,23013.0,23013.0,Games,64.278528
6080,Night Terrors: The Beginning,124721152,0.0,954,307,4.0,4.0,Entertainment,37,1,free,0.0,3816.0,1228.0,Entertainment,124.721152
6081,Burnout City,176272384,0.0,82,69,4.0,4.0,Games,40,8,free,0.0,328.0,276.0,Games,176.272384
6082,Timelines - Time Tracking,10715136,7.99,43,6,4.0,5.0,Productivity,25,1,paid,343.57,172.0,30.0,Other,10.715136
6083,Smelly Baby - Farty Party,110398464,0.0,32,32,4.0,4.0,Games,38,11,free,0.0,128.0,128.0,Games,110.398464
6084,Star Walk 2 Ads+ Night Sky Map - Stars and Planets,234468352,0.0,161,30,4.0,4.0,Education,37,12,free,0.0,644.0,120.0,Education,234.468352
6085,单机群侠传-金庸群侠传口袋版,153306112,0.0,30,4,5.0,5.0,Games,38,1,free,0.0,150.0,20.0,Games,153.306112
6086,Perchang,315626496,1.99,839,507,3.5,4.0,Games,37,11,paid,1669.61,2936.5,2028.0,Games,315.626496
6087,Tiki Taka World Soccer,135481344,2.99,9,8,2.0,2.0,Games,40,1,paid,26.910000000000004,18.0,16.0,Games,135.481344
6088,Wars Of Warlords : Mini Game With Worldwide Multiplayer,132612096,0.99,69,69,3.0,3.0,Games,43,1,paid,68.31,207.0,207.0,Games,132.612096
6089,Mods for Minecraft PC Edition - Mod Installer Pocket Guide,18440192,1.99,80,80,3.5,3.5,Utilities,38,1,paid,159.2,280.0,280.0,Other,18.440192
6090,GoldieBlox: Adventures in Coding - The Rocket Cupcake Co.,218911744,2.99,24,10,4.5,4.0,Education,38,1,paid,71.76,108.0,40.0,Education,218.911744
6091,VEHICLES & WEAPONS MODS for Minecraft PC Edition - Pocket Guide,12445696,1.99,159,159,4.0,4.0,Entertainment,38,1,paid,316.41,636.0,636.0,Entertainment,12.445696
6092,"镜花缘：两世英雄情缘,数年问仙修道",334434304,0.0,0,0,0.0,0.0,Games,40,1,free,0.0,0.0,0.0,Games,334.434304
6093,iSNOB 小众精品爱好者的私藏Top 10,27131904,0.99,0,0,0.0,0.0,Lifestyle,37,2,paid,0.0,0.0,0.0,Other,27.131904
6094,Nerve — Truth or Dare Dirty Houseparty Party Games,89057280,0.0,6658,130,4.0,4.5,Lifestyle,37,7,free,0.0,26632.0,585.0,Other,89.05728
6095,Snot & Fluff - A Space Adventure,294865920,2.99,21,6,4.5,4.5,Book,40,6,paid,62.790000000000006,94.5,27.0,Other,294.86592
6096,SBK16 - Official Mobile Game,333368320,0.0,249,52,4.5,4.0,Games,38,8,free,0.0,1120.5,208.0,Games,333.36832
6097,Chat for Whatsapp - iPad Version,24287232,0.0,5060,4189,3.5,3.5,Social Networking,24,1,free,0.0,17710.0,14661.5,Other,24.287232
6098,ZuumSpeed Customizable Speedometer + HUD,23527424,0.99,0,0,0.0,0.0,Navigation,37,1,paid,0.0,0.0,0.0,Other,23.527424
6099,Rival Stars College Football,271124480,0.0,1132,51,4.0,4.5,Games,37,22,free,0.0,4528.0,229.5,Games,271.12448
6100,キモゲーいや、きも毛ー,9795584,0.0,0,0,0.0,0.0,Games,40,2,free,0.0,0.0,0.0,Games,9.795584
6101,RAMP-光を灯す孤独な物語- #無料アクションゲーム,264383488,0.0,0,0,0.0,0.0,Games,37,1,free,0.0,0.0,0.0,Games,264.383488
6102,人众金服[回馈版]-高收益理财软件,32704512,0.0,0,0,0.0,0.0,Finance,38,1,free,0.0,0.0,0.0,Other,32.704512
6103,BOSS Tuner,2565120,0.0,13,13,3.5,3.5,Music,37,2,free,0.0,45.5,45.5,Other,2.56512
6104,Papa's Taco Mia HD,62189568,2.99,75,75,4.5,4.5,Games,24,1,paid,224.25000000000003,337.5,337.5,Games,62.189568
6105,RollerCoaster Tycoon® Classic,424826880,5.99,1794,60,4.0,3.5,Games,38,5,paid,10746.06,7176.0,210.0,Games,424.82688
6106,Doggy Box,89756672,0.0,360,88,4.0,4.0,Games,40,1,free,0.0,1440.0,352.0,Games,89.756672
6107,VR Death Simulator,194632704,0.0,22,22,2.0,2.0,Entertainment,40,1,free,0.0,44.0,44.0,Entertainment,194.632704
6108,マジ死にゲー,56744960,0.0,0,0,0.0,0.0,Games,40,2,free,0.0,0.0,0.0,Games,56.74496
6109,まんが一本道〆,185382912,4.99,0,0,0.0,0.0,Games,38,1,paid,0.0,0.0,0.0,Games,185.382912
6110,创客金融-高收益银行存管投资理财平台,66637824,0.0,0,0,0.0,0.0,Finance,38,2,free,0.0,0.0,0.0,Other,66.637824
6111,Soccer Sumos - Multiplayer party game!,68797440,0.99,6,3,3.0,3.5,Games,38,1,paid,5.9399999999999995,18.0,10.5,Games,68.79744
6112,NINE 対戦型脳トレ -目指せ賞金王！-,48146432,0.0,0,0,0.0,0.0,Games,37,42,free,0.0,0.0,0.0,Games,48.146432
6113,Lucky Block Mod for Minecraft PC Edition - Pocket Guide,11767808,1.99,14,12,2.0,2.0,Games,38,1,paid,27.86,28.0,24.0,Games,11.767808
6114,EmojiMom - An Emoji App for the Modern Mom,5844992,0.0,110,10,2.5,3.5,Entertainment,37,1,free,0.0,275.0,35.0,Entertainment,5.844992
6115,Reigns,128684032,2.99,3017,120,4.5,4.5,Games,37,11,paid,9020.83,13576.5,540.0,Games,128.684032
6116,2-bit Cowboy Rides Again,29696000,1.99,25,13,4.5,4.5,Games,37,1,paid,49.75,112.5,58.5,Games,29.696
6117,Day of the Tentacle Remastered,2779450368,4.99,255,42,5.0,4.5,Games,37,5,paid,1272.45,1275.0,189.0,Games,2779.450368
6118,StephMoji by Steph Curry,66413568,1.99,888,106,4.5,4.5,Utilities,37,1,paid,1767.12,3996.0,477.0,Other,66.413568
6119,Funny Face - Filters Pic Swap Effects Photo Editor,132928512,0.0,343,35,4.5,4.0,Entertainment,37,1,free,0.0,1543.5,140.0,Entertainment,132.928512
6120,Aussie Rules Hero - Footy Goal Kicking Game,23707648,0.0,12,0,3.5,0.0,Games,40,1,free,0.0,42.0,0.0,Games,23.707648
6121,ポケット戦国 -戦略と戦術で歴史を作れ！-【本格派 戦国シミュレーション】,150763520,7.99,0,0,0.0,0.0,Games,37,2,paid,0.0,0.0,0.0,Games,150.76352
6122,视吧-全民手机直播,170616832,0.0,0,0,0.0,0.0,Social Networking,37,2,free,0.0,0.0,0.0,Other,170.616832
6123,Consultant Aide,27880448,7.99,881,38,3.5,2.5,Business,37,1,paid,7039.1900000000005,3083.5,95.0,Other,27.880448
6124,やる夫のチャリ,45884416,0.0,0,0,0.0,0.0,Games,40,2,free,0.0,0.0,0.0,Games,45.884416
6125,Pokedex for Pokemon Go,20184064,0.99,7,0,3.0,0.0,Entertainment,37,1,paid,6.93,21.0,0.0,Entertainment,20.184064
6126,Crusader Kings: Chronicles,111983616,4.99,11,5,2.0,2.0,Games,40,1,paid,54.89,22.0,10.0,Games,111.983616
6127,Heroes of Loot 2,63109120,3.99,51,1,4.0,4.0,Games,38,1,paid,203.49,204.0,4.0,Games,63.10912
6128,Crap! I'm Broke: Out of Pocket,46360576,1.99,30,7,3.5,4.5,Games,40,1,paid,59.7,105.0,31.5,Games,46.360576
6129,Snake.io - Worm.io - Agar Slither Snake Battle,61143040,0.0,5768,1963,4.5,4.5,Entertainment,38,1,free,0.0,25956.0,8833.5,Entertainment,61.14304
6130,TIME LOCKER - Shooter,55975936,0.0,627,5,4.5,5.0,Games,37,10,free,0.0,2821.5,25.0,Games,55.975936
6131,Color Pop Free - Selective Color Splash Effects and Black & White Photography Editor,5553152,0.0,352,325,4.0,4.0,Photo & Video,38,1,free,0.0,1408.0,1300.0,Photo & Video,5.553152
6132,3D Dubai Parking Simulator Drive Real Extreme Super Sports Car,306912256,0.0,166,166,4.5,4.5,Games,38,1,free,0.0,747.0,747.0,Games,306.912256
6133,iOAK,3393536,1.99,0,0,0.0,0.0,Education,37,2,paid,0.0,0.0,0.0,Education,3.393536
6134,diep.io,32992256,0.0,9397,1113,4.0,4.0,Games,40,1,free,0.0,37588.0,4452.0,Games,32.992256
6135,New Star Soccer G-Story,82401280,0.99,9,6,3.5,3.0,Games,40,1,paid,8.91,31.5,18.0,Games,82.40128
6136,Toca Life: Vacation,300401664,2.99,1730,493,4.5,4.5,Education,38,18,paid,5172.700000000001,7785.0,2218.5,Education,300.401664
6137,Blade Sliders,118496256,0.0,136,136,4.0,4.0,Games,38,11,free,0.0,544.0,544.0,Games,118.496256
6138,Limite Limite,15981568,0.0,0,0,0.0,0.0,Games,40,1,free,0.0,0.0,0.0,Games,15.981568
6139,NBA 2K17,2950687744,7.99,2408,398,3.0,3.0,Games,25,1,paid,19239.920000000002,7224.0,1194.0,Games,2950.687744
6140,kubic,334576640,1.99,30,0,4.0,0.0,Games,37,12,paid,59.7,120.0,0.0,Games,334.57664
6141,The Secret To Money,25714688,4.99,715,118,4.5,4.5,Lifestyle,37,1,paid,3567.8500000000004,3217.5,531.0,Other,25.714688
6142,英雄Q传-穿越回合制卡牌手游，梦幻般的剧情，开启3D热血传奇人生,313449472,0.0,0,0,0.0,0.0,Games,38,1,free,0.0,0.0,0.0,Games,313.449472
6143,脱出ゲーム 体育館からの脱出【学校脱出シリーズ5弾】,69318656,0.0,0,0,0.0,0.0,Games,40,1,free,0.0,0.0,0.0,Games,69.318656
6144,街机格斗王,301804544,0.0,1,1,5.0,5.0,Games,38,1,free,0.0,5.0,5.0,Games,301.804544
6145,Collageable PRO - Photo Collage,69005312,1.99,202,105,4.0,4.0,Photo & Video,37,11,paid,401.98,808.0,420.0,Photo & Video,69.005312
6146,RedStory - Little Red Riding Hood,251451392,0.0,185,63,3.5,4.0,Games,37,24,free,0.0,647.5,252.0,Games,251.451392
6147,Triennale Game Collection,427578368,0.0,56,10,2.5,3.0,Games,37,2,free,0.0,140.0,30.0,Games,427.578368
6148,Smart Matches ~ Puzzles with Matchsticks,28306432,0.0,1,1,5.0,5.0,Games,37,15,free,0.0,5.0,5.0,Games,28.306432
6149,Fight List,38133760,0.0,4702,15,3.5,4.0,Games,37,3,free,0.0,16457.0,60.0,Games,38.13376
6150,Skyscrapers by Tinybop,208843776,2.99,127,14,3.0,4.0,Education,38,58,paid,379.73,381.0,56.0,Education,208.843776
6151,Quell Zen+,98282496,2.99,73,51,5.0,5.0,Games,37,1,paid,218.27,365.0,255.0,Games,98.282496
6152,IllumiMoji,20946944,0.99,14,8,3.0,4.0,Reference,37,1,paid,13.86,42.0,32.0,Other,20.946944
6153,TRANSPORT MODS for MINECRAFT Pc EDITION,32416768,1.99,754,44,4.5,4.0,Navigation,37,2,paid,1500.46,3393.0,176.0,Other,32.416768
6154,Hand of God - Top Clicker & Tap Games,162750464,0.0,5141,140,4.5,4.5,Games,37,1,free,0.0,23134.5,630.0,Games,162.750464
6155,DINOSAUR MOD FOR MINECRAFT PC EDITION - MODS POCKET GUIDE,27295744,1.99,413,406,4.0,4.0,Reference,38,1,paid,821.87,1652.0,1624.0,Other,27.295744
6156,Slots: VIP Deluxe Slots Machines - Free Slot Games,169353216,0.0,2732,135,5.0,5.0,Games,40,10,free,0.0,13660.0,675.0,Games,169.353216
6157,微火车票-查机票订酒店春运特价随行,48801792,0.99,0,0,0.0,0.0,Travel,37,1,paid,0.0,0.0,0.0,Other,48.801792
6158,好きになったら負け。　完全無料！女性向けイケメン恋愛ゲーム,37828608,0.0,1,1,1.0,1.0,Games,38,16,free,0.0,1.0,1.0,Games,37.828608
6159,Dr. Panda Farm,98934784,2.99,28,28,4.0,4.0,Education,38,20,paid,83.72,112.0,112.0,Education,98.934784
6160,Dr. Panda Hoopa City 2,170365952,3.99,31,9,4.5,4.5,Education,40,20,paid,123.69000000000001,139.5,40.5,Education,170.365952
6161,Mystic Messenger,405535744,0.0,6754,70,4.5,4.5,Games,37,1,free,0.0,30393.0,315.0,Games,405.535744
6162,Fancy Cats,281761792,0.0,966,2,4.5,5.0,Games,37,1,free,0.0,4347.0,10.0,Games,281.761792
6163,车轮车友会—汇集养车、洗车、代驾、汽车头条、汽车用品的车友聊天分享之家,53552128,0.0,0,0,0.0,0.0,Lifestyle,38,2,free,0.0,0.0,0.0,Other,53.552128
6164,Anime Power FX,97897472,0.0,807,807,4.5,4.5,Photo & Video,37,1,free,0.0,3631.5,3631.5,Photo & Video,97.897472
6165,Tankio - Battle Arena,53370880,0.0,4513,9,4.0,3.5,Games,40,1,free,0.0,18052.0,31.5,Games,53.37088
6166,3D GUNS MOD FOR MINECRAFT PC EDITION - GUN MODS POCKET GUIDE,19122176,1.99,268,268,4.5,4.5,Utilities,38,1,paid,533.32,1206.0,1206.0,Other,19.122176
6167,Glitch Fixers - The Powerpuff Girls,272637952,0.0,89,56,4.0,4.5,Games,37,1,free,0.0,356.0,252.0,Games,272.637952
6168,Mystery Tales: Her Own Eyes HD - A Hidden Object Mystery (Full),1452132352,6.99,104,104,4.5,4.5,Games,24,4,paid,726.96,468.0,468.0,Games,1452.132352
6169,Dark Romance: Kingdom of Death HD - A Hidden Object Adventure (Full),1805248512,6.99,79,79,4.5,4.5,Games,24,4,paid,552.21,355.5,355.5,Games,1805.248512
6170,Final Cut: Fade To Black - A Mystery Hidden Object Game (Full),1143723008,6.99,49,49,4.5,4.5,Games,37,4,paid,342.51,220.5,220.5,Games,1143.723008
6171,Slots: Get Rich Slot Machines Casino Slot Games,170819584,0.0,1168,5,5.0,5.0,Games,40,10,free,0.0,5840.0,25.0,Games,170.819584
6172,"自动证件照 - 智能证件照相机美图美颜编辑,制作学生证件照",9305088,0.99,9,8,3.0,3.0,Photo & Video,38,1,paid,8.91,27.0,24.0,Photo & Video,9.305088
6173,Football Heroes PRO 2017 - featuring NFL Players,141317120,0.0,691,125,4.0,4.0,Games,37,1,free,0.0,2764.0,500.0,Games,141.31712
6174,天天萌斗—超级萌红将免费领取，上千少年超级英雄形象，让你在多次元大陆享受卡牌萌斗罗乐趣,218665984,0.99,0,0,0.0,0.0,Games,43,2,paid,0.0,0.0,0.0,Games,218.665984
6175,Hoverboard Simulator - Endless Hover Board Race,34868224,0.0,203,9,4.0,4.5,Games,40,1,free,0.0,812.0,40.5,Games,34.868224
6176,Can You Dab?,73590784,0.0,2601,481,4.0,3.5,Games,38,1,free,0.0,10404.0,1683.5,Games,73.590784
6177,これやったことない人いる？,12624896,0.0,0,0,0.0,0.0,Games,38,2,free,0.0,0.0,0.0,Games,12.624896
